year,month,day,Qlps,Nmgpl,Pmgpl
2004,6,23,2.370267384,1.399826503,0.008384779
2004,6,24,1.767946884,1.3574959,0.008098782
2004,6,25,1.80932383,1.334917768,0.008361472
2004,6,26,1.850840942,1.370451756,0.008396194
2004,6,27,1.591450102,1.326947093,0.008693008
2004,6,28,1.674372193,1.356266138,0.008348987
2004,6,29,2.032075328,1.398597626,0.008785898
2004,6,30,1.865221954,1.382459559,0.008621404
2004,7,1,3.823506456,1.591498093,0.008567533
2004,7,2,2.824628859,1.526196448,0.008895249
2004,7,3,1.995099589,1.392525852,0.008894413
2004,7,4,4.649363382,1.538271902,0.008120639
2004,7,5,2.410663169,1.462601615,0.009042947
2004,7,6,1.969505313,1.443191881,0.009220788
2004,7,7,129.111777,0.937675194,0.004812984
2004,7,8,4.733799263,1.53109485,0.008514773
2004,7,9,2.43709844,1.528205682,0.00947827
2004,7,10,2.282355391,1.496946361,0.009482269
2004,7,11,2.133162907,1.503593799,0.009503527
2004,7,12,2.733268787,1.563561367,0.00960051
2004,7,13,2.376210414,1.481781389,0.009787955
2004,7,14,4.817674481,1.517266681,0.008792624
2004,7,15,1.708796915,1.399435025,0.009643963
2004,7,16,1.604513555,1.373467608,0.0094075
2004,7,17,1.604513555,1.346307084,0.009530618
2004,7,18,3.040596332,1.628848963,0.009808473
2004,7,19,1.646226899,1.401366644,0.010073459
2004,7,20,1.631649655,1.431731103,0.010170394
2004,7,21,1.848570256,1.459794687,0.010127623
2004,7,22,4.379712405,1.514957214,0.009356273
2004,7,23,8.751792245,1.303600928,0.007560735
2004,7,24,2.476961595,1.570480172,0.010521338
2004,7,25,1.661981536,1.408112149,0.010398785
2004,7,26,1.614941891,1.44583751,0.010240028
2004,7,27,57.89633452,1.11325241,0.006481995
2004,7,28,7.034817193,1.361512395,0.007944052
2004,7,29,3.285578127,1.630066017,0.010076905
2004,7,30,2.814200523,1.603325591,0.010522279
2004,7,31,2.692088074,1.638155606,0.01074571
2004,8,1,17.64071517,1.293086609,0.007704038
2004,8,2,3.56024704,1.631708724,0.010372643
2004,8,3,2.79794129,1.556907481,0.010750933
2004,8,4,6.867122823,1.346776071,0.008388358
2004,8,5,3.596325718,1.59725654,0.010377086
2004,8,6,3.081468681,1.548719931,0.010976346
2004,8,7,2.743641057,1.571963801,0.01100308
2004,8,8,2.633975331,1.508574827,0.010840795
2004,8,9,2.261498719,1.517509029,0.011023451
2004,8,10,1.899898974,1.481242124,0.010817473
2004,8,11,6.416461725,1.395003501,0.008326658
2004,8,12,17.84563757,1.228519473,0.007424455
2004,8,13,5.16343549,1.467221111,0.010056669
2004,8,14,2.760488987,1.506926352,0.011179438
2004,8,15,1.964907874,1.454490561,0.010903836
2004,8,16,1.854793618,1.435493187,0.010833529
2004,8,17,9.399190067,1.338167533,0.007674139
2004,8,18,6.745514971,1.374537211,0.008514885
2004,8,19,2.406374096,1.426525884,0.011076248
2004,8,20,1.865221954,1.387050036,0.011083339
2004,8,21,3.339121465,1.471573802,0.01085275
2004,8,22,1.526132837,1.295159985,0.0109705
2004,8,23,1.458516852,1.239101563,0.010787158
2004,8,24,1.458516852,1.25655692,0.010525432
2004,8,25,1.427231844,1.238487683,0.011048644
2004,8,26,1.406375173,1.218475146,0.010786172
2004,8,27,1.364661829,1.205453022,0.011142187
2004,8,28,1.350561149,1.196180762,0.011106382
2004,8,29,1.343805157,1.192867135,0.010803689
2004,8,30,1.354233493,1.174565535,0.010519902
2004,8,31,1.343805157,1.160721268,0.010790056
2004,9,1,1.288719995,1.139489281,0.010813664
2004,9,2,1.239521798,1.136326757,0.010429353
2004,9,3,1.309212236,1.117864056,0.010681001
2004,9,4,1.319584506,1.12295013,0.010928599
2004,9,5,1.319528439,1.139962645,0.010680151
2004,9,6,1.239521798,1.089843627,0.010735012
2004,9,7,1.350000486,1.125680618,0.01086622
2004,9,8,1.938220305,1.208218613,0.010682208
2004,9,9,7.686476056,1.37466097,0.00945643
2004,9,10,1.500230196,1.109807421,0.010431547
2004,9,11,1.343805157,1.08790436,0.010215906
2004,9,12,1.205601673,1.061353138,0.0104427
2004,9,13,1.197808454,1.032718179,0.010507845
2004,9,14,8.643640309,1.289978146,0.008477793
2004,9,15,2.842885437,1.271481048,0.010328663
2004,9,16,1.677511907,1.121324954,0.010281103
2004,9,17,7.679561509,1.320026403,0.008571835
2004,9,18,23.49076171,1.162165066,0.00704413
2004,9,19,2.55581568,1.172921314,0.009569148
2004,9,20,1.851372682,1.121501827,0.010194281
2004,9,21,1.656655235,1.072028964,0.010057803
2004,9,22,1.646226899,1.103253697,0.010275312
2004,9,23,1.500230196,1.033597746,0.010447153
2004,9,24,1.479373524,1.063552119,0.009970644
2004,9,25,1.343805157,0.991522171,0.009695605
2004,9,26,1.281235141,0.995359777,0.009913533
2004,9,27,2.06308947,1.126487812,0.009813172
2004,9,28,44.38776132,1.118070057,0.005780634
2004,9,29,4.652228415,1.282397289,0.009740102
2004,9,30,2.371157509,1.147837332,0.009512075
2004,10,1,1.865221954,1.087181889,0.009743787
2004,10,2,1.656655235,1.029705633,0.009418888
2004,10,3,1.43766018,1.015165858,0.009240408
2004,10,4,1.333376821,1.00022412,0.009679328
2004,10,5,1.312520149,1.000131813,0.009381744
2004,10,6,1.229093462,0.963240623,0.009115534
2004,10,7,1.237990548,0.98020981,0.009278028
2004,10,8,1.227724084,0.97674227,0.009359788
2004,10,9,1.229093462,0.97283123,0.009153771
2004,10,10,1.229093462,0.974173301,0.009654352
2004,10,11,1.270806805,0.982921027,0.009240207
2004,10,12,1.279879458,0.954749092,0.009218034
2004,10,13,1.207456615,0.935730981,0.008860011
2004,10,14,1.953629339,1.051089076,0.008879355
2004,10,15,1.322948485,1.004300908,0.009140106
2004,10,16,5.668536987,1.379642393,0.008085882
2004,10,17,1.891150471,1.03695814,0.008931913
2004,10,18,1.311303941,0.946472735,0.009059702
2004,10,19,4.027354978,1.24479088,0.008309727
2004,10,20,2.767078936,1.094931112,0.008597992
2004,10,21,3.892821681,1.220482343,0.008775758
2004,10,22,3.056510542,1.128410085,0.008780199
2004,10,23,1.354233493,1.005997739,0.008628658
2004,10,24,1.708796915,1.067219031,0.008528037
2004,10,25,1.312520149,0.99562801,0.008572964
2004,10,26,1.301186126,0.980679858,0.00878694
2004,10,27,1.312520149,1.010783562,0.008725765
2004,10,28,1.354233493,1.029368126,0.008483874
2004,10,29,1.528461746,1.038087598,0.008718582
2004,10,30,1.71922525,1.066297393,0.008512482
2004,10,31,1.510658532,1.014943574,0.00849449
2004,11,1,1.77136693,1.065952978,0.008521932
2004,11,2,1.875650289,1.066540995,0.008708517
2004,11,3,2.209357039,1.061162749,0.008258445
2004,11,4,21.6383302,1.311024266,0.005269537
2004,11,5,4.076883104,1.231766877,0.008205945
2004,11,6,3.783621737,1.191449168,0.008094769
2004,11,7,1.640275243,1.032708715,0.008436585
2004,11,8,1.405236595,1.012859526,0.008755968
2004,11,9,1.322301566,1.021713142,0.008767073
2004,11,10,1.302091813,0.952152339,0.008635404
2004,11,11,1.302091813,0.985207983,0.009008082
2004,11,12,39.22987197,1.356150793,0.00532301
2004,11,13,6.632963985,1.379083685,0.007516601
2004,11,14,2.626490477,1.181337672,0.008082695
2004,11,15,2.099950081,1.126266661,0.008333731
2004,11,16,1.8926772,1.125880503,0.008551958
2004,11,17,1.750510258,1.073782115,0.008484532
2004,11,18,1.570873762,1.093467384,0.008496372
2004,11,19,1.48980186,1.072016965,0.00878161
2004,11,20,2.903992895,1.21054732,0.008097713
2004,11,21,2.532635453,1.184711172,0.008421212
2004,11,22,1.500230196,1.065941049,0.008732667
2004,11,23,1.43766018,1.061825703,0.008612812
2004,11,24,7.080554374,1.421952525,0.008087691
2004,11,25,5.31881252,1.401083862,0.008538576
2004,11,26,2.365782078,1.188720553,0.008593891
2004,11,27,1.886078625,1.154475439,0.008639013
2004,11,28,23.69682678,1.448998703,0.005541127
2004,11,29,3.448828163,1.34822478,0.008482426
2004,11,30,2.66820382,1.2747701,0.008531915
2004,12,1,21.82490167,1.453907704,0.006275209
2004,12,2,3.91466167,1.337944114,0.00833743
2004,12,3,2.66820382,1.238360552,0.008629405
2004,12,4,2.532635453,1.226857533,0.008630649
2004,12,5,2.417923758,1.194521219,0.008831386
2004,12,6,2.407495422,1.245515187,0.008924481
2004,12,7,6.274596679,1.491653517,0.008706859
2004,12,8,7.235814958,1.500380821,0.008079675
2004,12,9,17.88180035,1.478381549,0.006941744
2004,12,10,9.736674825,1.504628813,0.007225834
2004,12,11,5.915504824,1.481484104,0.009066641
2004,12,12,3.846605781,1.37250663,0.008871799
2004,12,13,3.064480586,1.357193747,0.009071809
2004,12,14,2.696409493,1.319326353,0.009095257
2004,12,15,2.563920461,1.285727881,0.009074261
2004,12,16,2.532635453,1.253327831,0.009152201
2004,12,17,2.532635453,1.291772569,0.009282288
2004,12,18,2.355353742,1.221559873,0.009041419
2004,12,19,2.261498719,1.244901253,0.009272869
2004,12,20,2.261498719,1.233353418,0.009211189
2004,12,21,2.39795731,1.267993054,0.009295403
2004,12,22,2.352308006,1.266532742,0.009157717
2004,12,23,48.46206562,1.399742661,0.007797555
2004,12,24,5.867068804,1.564263751,0.009271362
2004,12,25,3.474926286,1.376991248,0.00939365
2004,12,26,2.842353065,1.349724048,0.009277168
2004,12,27,2.504687513,1.315364325,0.009335187
2004,12,28,2.407495422,1.287875951,0.009283705
2004,12,29,2.439711531,1.274999151,0.009496325
2004,12,30,2.407495422,1.279859115,0.009443277
2004,12,31,2.34223932,1.304191839,0.009300425
2005,1,1,2.22158713,1.258262888,0.009410761
2005,1,2,2.188500367,1.293967977,0.009351623
2005,1,3,2.188500367,1.268123458,0.009374454
2005,1,4,3.05405225,1.385856741,0.009404193
2005,1,5,9.01758624,1.467081342,0.009320878
2005,1,6,4.172559527,1.502046716,0.009744095
2005,1,7,3.731894085,1.45365752,0.009175066
2005,1,8,8.239064554,1.464110616,0.009732042
2005,1,9,5.86345141,1.50194918,0.009957793
2005,1,10,3.471185687,1.425683145,0.009560895
2005,1,11,3.356473992,1.41875638,0.009522348
2005,1,12,3.293903976,1.424570711,0.009551293
2005,1,13,3.293903976,1.44657382,0.009337429
2005,1,14,50.27355735,1.312421971,0.008943827
2005,1,15,5.909587241,1.479796334,0.009493711
2005,1,16,4.428251538,1.504213214,0.009960159
2005,1,17,3.61718239,1.475562011,0.009363471
2005,1,18,3.281146469,1.444692055,0.009516078
2005,1,19,3.116622265,1.425234003,0.009370492
2005,1,20,3.252190632,1.412291394,0.009525037
2005,1,21,3.05405225,1.377830328,0.009427326
2005,1,22,2.814200523,1.356085326,0.009299924
2005,1,23,3.152454968,1.413709528,0.009520292
2005,1,24,3.05405225,1.368376616,0.009416739
2005,1,25,2.866342203,1.379540977,0.009596421
2005,1,26,3.293903976,1.424619262,0.009457875
2005,1,27,3.147907273,1.406057871,0.009414231
2005,1,28,2.909012987,1.363045434,0.009350146
2005,1,29,2.709917164,1.365958128,0.009575081
2005,1,30,4.776978957,1.482439669,0.009072544
2005,1,31,3.891501966,1.433220805,0.009312696
2005,2,1,3.168763945,1.409550151,0.009392128
2005,2,2,3.162838166,1.406484785,0.009288047
2005,2,3,3.377330664,1.423376279,0.009193759
2005,2,4,6.286551744,1.486572108,0.009026998
2005,2,5,5.308461815,1.481382568,0.008812992
2005,2,6,4.931152717,1.478890236,0.00901372
2005,2,7,4.649587647,1.454224185,0.008878874
2005,2,8,4.933585133,1.432292876,0.008607143
2005,2,9,4.933585133,1.444672726,0.00860763
2005,2,10,6.655088618,1.402235353,0.008820592
2005,2,11,3.210477289,1.402350512,0.00922466
2005,2,12,3.106193929,1.356932648,0.009137715
2005,2,13,2.970625562,1.346776107,0.009187596
2005,2,14,14.92149854,1.347278775,0.008588935
2005,2,15,6.618188353,1.409948425,0.008490643
2005,2,16,4.145741174,1.394385794,0.008867863
2005,2,17,3.095765593,1.347120395,0.00886
2005,2,18,2.7203455,1.327106207,0.009108718
2005,2,19,2.563920461,1.302425542,0.00894511
2005,2,20,2.467672902,1.286925699,0.008862989
2005,2,21,6.45574936,1.396421779,0.008419944
2005,2,22,3.257051962,1.339960612,0.008721525
2005,2,23,2.657775484,1.306060633,0.008887354
2005,2,24,3.408615671,1.338584835,0.008464268
2005,2,25,6.353777878,1.393189284,0.00773489
2005,2,26,3.983969405,1.359665396,0.008479451
2005,2,27,3.496515427,1.339768279,0.008477066
2005,2,28,4.833954258,1.355918612,0.008417268
2005,3,1,7.600806716,1.362549142,0.007806419
2005,3,2,3.825962476,1.318503077,0.008440106
2005,3,3,3.074908922,1.293250501,0.008477939
2005,3,4,2.960197226,1.269797173,0.008464056
2005,3,5,3.408615671,1.294636697,0.008302674
2005,3,6,3.594843655,1.292394874,0.008092275
2005,3,7,3.64679238,1.298353074,0.008221227
2005,3,8,8.700332535,1.298266612,0.008013298
2005,3,9,3.142801734,1.270044614,0.008095963
2005,3,10,2.810198003,1.234437798,0.008434624
2005,3,11,3.158554004,1.23309218,0.008673116
2005,3,12,3.117443394,1.229026646,0.008072011
2005,3,13,2.741202172,1.218911057,0.008573521
2005,3,14,2.543063789,1.202202006,0.008473392
2005,3,15,2.543063789,1.181370983,0.008147087
2005,3,16,2.563920461,1.179684091,0.008326536
2005,3,17,2.519433624,1.194738219,0.008579166
2005,3,18,2.485471566,1.167262447,0.00849258
2005,3,19,2.365782078,1.12696993,0.008220067
2005,3,20,5.511952317,1.234468974,0.007648375
2005,3,21,2.793343851,1.174859713,0.008267257
2005,3,22,2.407495422,1.132864268,0.008521852
2005,3,23,109.3147586,1.182604458,0.007188626
2005,3,24,7.439868338,1.203086162,0.007486768
2005,3,25,4.806012686,1.19752103,0.007673685
2005,3,26,4.680872655,1.220073794,0.007667793
2005,3,27,5.402109824,1.199799301,0.007503203
2005,3,28,38.5680306,1.119267342,0.006864362
2005,3,29,6.971574382,1.215718756,0.007194298
2005,3,30,4.777054431,1.175332959,0.007652125
2005,3,31,3.880133441,1.144808375,0.00755371
2005,4,1,4.866648414,1.187034172,0.007368831
2005,4,2,90.68139676,1.079868833,0.006647389
2005,4,3,15.55140367,1.187322657,0.006363485
2005,4,4,4.807975008,1.136985149,0.00771014
2005,4,5,4.070815003,1.114625025,0.007904103
2005,4,6,3.596325718,1.096870374,0.007683532
2005,4,7,3.596325718,1.092644501,0.007728748
2005,4,8,3.791941116,1.103562919,0.00772288
2005,4,9,2.981053898,1.072628596,0.008139291
2005,4,10,2.887198875,1.068540226,0.008392279
2005,4,11,2.78916691,1.058369767,0.008199815
2005,4,12,2.747593733,1.04314204,0.008107274
2005,4,13,2.7203455,1.026361026,0.008175388
2005,4,14,2.633470734,1.030875281,0.008263727
2005,4,15,2.626490477,1.042163677,0.008242011
2005,4,16,2.622986331,1.033881859,0.008330684
2005,4,17,2.584608934,1.033809593,0.008628413
2005,4,18,2.563920461,1.006611553,0.008556682
2005,4,19,2.511778781,1.012494539,0.008428677
2005,4,20,2.41492421,0.992348191,0.008480052
2005,4,21,2.445984952,0.994515134,0.008711102
2005,4,22,3.058649688,1.010611971,0.008232675
2005,4,23,13.92407867,1.102842461,0.006859881
2005,4,24,3.938834881,1.037444077,0.007583639
2005,4,25,2.67414685,0.998710938,0.008571362
2005,4,26,2.397067086,0.999252575,0.008648024
2005,4,27,2.470065438,0.968644563,0.008979445
2005,4,28,2.365782078,0.97390872,0.008999184
2005,4,29,2.397067086,0.979729921,0.008966459
2005,4,30,16.32259593,1.015798006,0.006994199
2005,5,1,5.447859943,1.050488188,0.007194821
2005,5,2,3.027616979,0.995117491,0.008686024
2005,5,3,2.563920461,0.956755089,0.008799734
2005,5,4,2.428352094,0.949568096,0.009092065
2005,5,5,2.397067086,0.959678168,0.009454852
2005,5,6,2.397067086,0.95691783,0.009571111
2005,5,7,2.365782078,0.939978526,0.009648282
2005,5,8,2.321237385,0.954035247,0.009442417
2005,5,9,2.209357039,0.927322185,0.009533991
2005,5,10,2.261498719,0.929688694,0.00988684
2005,5,11,2.217234358,0.934762392,0.010105836
2005,5,12,2.15721536,0.920925737,0.010432478
2005,5,13,2.073788672,0.918600975,0.010224545
2005,5,14,3.146113151,0.94233639,0.009289926
2005,5,15,2.920922768,0.941752298,0.009801432
2005,5,16,2.313640399,0.932843481,0.010113351
2005,5,17,2.125930352,0.897431171,0.010371035
2005,5,18,2.092739089,0.879582623,0.010524013
2005,5,19,2.042503664,0.903389146,0.010610435
2005,5,20,35.50737007,1.022383731,0.007421674
2005,5,21,3.964625389,0.957953592,0.008959346
2005,5,22,2.527477352,0.931940461,0.010323976
2005,5,23,2.423754655,0.937381044,0.010604838
2005,5,24,8.67122494,0.969605493,0.007716717
2005,5,25,3.193096729,0.933565929,0.010381687
2005,5,26,2.407495422,0.929715535,0.011225945
2005,5,27,2.313640399,0.910139982,0.011423157
2005,5,28,2.407495422,0.914959712,0.011790825
2005,5,29,2.230213711,0.882797325,0.011984296
2005,5,30,2.133555372,0.897961647,0.012016628
2005,5,31,2.136358688,0.886731813,0.011796934
2005,6,1,2.073788672,0.881496328,0.012342146
2005,6,2,2.081778123,0.889575049,0.012334451
2005,6,3,12.7475269,0.938206341,0.008174789
2005,6,4,3.144655426,0.949186454,0.011199264
2005,6,5,2.407495422,0.914725712,0.012706407
2005,6,6,20.55336061,0.945700514,0.008485333
2005,6,7,6.308982586,1.020222824,0.008583789
2005,6,8,2.588954074,0.908470836,0.012697758
2005,6,9,5.443823168,0.969394725,0.00912681
2005,6,10,3.033195578,0.955558105,0.011994318
2005,6,11,2.355353742,0.924073178,0.013333755
2005,6,12,2.282691789,0.90866218,0.013629653
2005,6,13,2.26682502,0.906676905,0.01369549
2005,6,14,2.245996381,0.910852951,0.014038348
2005,6,15,2.117352205,0.900285211,0.014601686
2005,6,16,1.938220305,0.905063852,0.014481417
2005,6,17,1.896506961,0.878312603,0.01509591
2005,6,18,1.802651938,0.874125062,0.014873968
2005,6,19,1.635798563,0.862811941,0.015381963
2005,6,20,1.677511907,0.88685581,0.015538162
2005,6,21,1.675044989,0.879003858,0.015420371
2005,6,22,1.687940243,0.87983365,0.015885031
2005,6,23,1.614941891,0.874260806,0.015870329
2005,6,24,2.162513627,0.92025093,0.015813965
2005,6,25,1.89241412,0.902230724,0.016047552
2005,6,26,1.729653586,0.902453976,0.016095317
2005,6,27,1.612334807,0.896646409,0.01717808
2005,6,28,24.72749829,0.877839025,0.01016359
2005,6,29,9.258379499,0.934038013,0.010745515
2005,6,30,3.648467398,1.00161883,0.012751677
2005,7,1,3.298557481,0.976658771,0.013224196
2005,7,2,3.786138252,1.008212481,0.012710075
2005,7,3,2.032075328,0.937738252,0.015981127
2005,7,4,1.875650289,0.931103631,0.016984106
2005,7,5,6.812598325,0.893289681,0.011463199
2005,7,6,4.733126467,0.94838018,0.011597228
2005,7,7,3.648467398,0.989451139,0.013075661
2005,7,8,100.3029383,0.832719058,0.010938317
2005,7,9,2.870995708,0.988632256,0.014112701
2005,7,10,2.41049497,0.990300858,0.015511719
2005,7,11,2.160831637,0.988347273,0.016583864
2005,7,12,2.032075328,0.948563497,0.01695805
2005,7,13,8.75316587,0.857569639,0.01221598
2005,7,14,4.949822803,0.919610351,0.012836405
2005,7,15,6.811505032,0.910415904,0.012795581
2005,7,16,16.34390113,0.803075021,0.013047665
2005,7,17,4.949430338,0.930979062,0.013152584
2005,7,18,2.797829157,0.983146085,0.01630613
2005,7,19,2.365782078,0.970440934,0.017436422
2005,7,20,2.032075328,0.966888238,0.017806477
2005,7,21,1.948648641,0.973675273,0.01803699
2005,7,22,1.948648641,0.967858123,0.018482045
2005,7,23,1.889919168,0.967030397,0.017904685
2005,7,24,1.740081922,0.948655869,0.01930146
2005,7,25,7.03425653,0.824159722,0.013915566
2005,7,26,1.969505313,0.962500221,0.017840838
2005,7,27,3.175716169,0.955704318,0.015433545
2005,7,28,2.01710562,0.989040276,0.017976721
2005,7,29,2.032075328,0.975416011,0.016938017
2005,7,30,1.754995564,0.952708236,0.018697767
2005,7,31,1.604513555,0.940686595,0.019042995
2005,8,1,1.604513555,0.928518209,0.019146711
2005,8,2,1.589599914,0.926829915,0.019715239
2005,8,3,1.604513555,0.944477548,0.019503975
2005,8,4,1.468945188,0.906045567,0.020039656
2005,8,5,6.028707041,0.843486931,0.015453733
2005,8,6,4.239854965,0.910418985,0.014099143
2005,8,7,1.667083571,0.942757126,0.018567375
2005,8,8,3.289222438,0.970998251,0.014963853
2005,8,9,3.145720687,0.974949702,0.016657087
2005,8,10,1.604513555,0.93572617,0.019022927
2005,8,11,1.479373524,0.912465256,0.019252539
2005,8,12,1.395946837,0.902552478,0.019683214
2005,8,13,1.343805157,0.882315319,0.020036485
2005,8,14,1.343805157,0.879509578,0.019928754
2005,8,15,1.28911246,0.890952921,0.020371504
2005,8,16,5.024755442,0.847022059,0.017321343
2005,8,17,1.667083571,0.926218954,0.018440107
2005,8,18,1.350981646,0.87406586,0.018711693
2005,8,19,5.031315202,0.90311889,0.016240785
2005,8,20,1.54194354,0.905592673,0.018794603
2005,8,21,1.371614053,0.882728715,0.019301099
2005,8,22,1.268115622,0.859273757,0.019335572
2005,8,23,1.249950134,0.847446745,0.018849762
2005,8,24,1.229093462,0.858254222,0.019220326
2005,8,25,1.226738676,0.867586471,0.019362535
2005,8,26,1.20823679,0.850542574,0.019504955
2005,8,27,1.604513555,0.900989022,0.018123955
2005,8,28,15.96433213,0.687259541,0.019593221
2005,8,29,1.667083571,0.899754408,0.017480346
2005,8,30,1.468945188,0.89525102,0.017787655
2005,8,31,1.604513555,0.899504662,0.017920251
2005,9,1,1.588198255,0.884709198,0.017718578
2005,9,2,1.48980186,0.875973234,0.017709857
2005,9,3,1.402086099,0.862060845,0.017968236
2005,9,4,1.406375173,0.871782718,0.018000507
2005,9,5,1.412374269,0.866359746,0.016976432
2005,9,6,1.385518501,0.858987787,0.017797247
2005,9,7,1.15609511,0.826169777,0.017340361
2005,9,8,1.343805157,0.848951937,0.017545602
2005,9,9,1.343805157,0.850219549,0.017140774
2005,9,10,1.333376821,0.846971944,0.016942708
2005,9,11,1.333376821,0.847304632,0.017081249
2005,9,12,1.302091813,0.869715123,0.017156085
2005,9,13,1.205601673,0.842021627,0.017032366
2005,9,14,1.343805157,0.833237021,0.016071293
2005,9,15,1.15609511,0.829535052,0.017150063
2005,9,16,1.43766018,0.851255872,0.015778659
2005,9,17,1.302091813,0.838459066,0.016102599
2005,9,18,1.093525095,0.804799916,0.017162629
2005,9,19,1.093525095,0.789150511,0.016777861
2005,9,20,1.145666774,0.818424566,0.01611295
2005,9,21,1.135238438,0.790362746,0.016103984
2005,9,22,1.133862668,0.797063794,0.015832541
2005,9,23,1.166523446,0.836793692,0.015351857
2005,9,24,1.302091813,0.822992238,0.014765885
2005,9,25,1.103953431,0.834382261,0.015177638
2005,9,26,2.240642047,0.84386098,0.013948427
2005,9,27,1.599054973,0.849841672,0.01418755
2005,9,28,1.092224938,0.797571353,0.014591533
2005,9,29,1.122432658,0.815434038,0.01485127
2005,9,30,1.062240087,0.780679754,0.0150677
2005,10,1,1.072023371,0.809352111,0.014645625
2005,10,2,1.196092738,0.832797686,0.014233997
2005,10,3,1.093525095,0.821960514,0.014347906
2005,10,4,1.093525095,0.796955831,0.013673879
2005,10,5,1.143751366,0.794070352,0.013750656
2005,10,6,1.176951782,0.790729487,0.013356275
2005,10,7,65.71067067,0.461071677,0.017890498
2005,10,8,298.0508191,0.381859309,0.019997713
2005,10,9,5.044100023,0.754604826,0.013734011
2005,10,10,2.532635453,0.88323105,0.011338777
2005,10,11,2.54576258,0.894199762,0.01141681
2005,10,12,2.073788672,0.873573518,0.011572321
2005,10,13,3.744434159,0.828547333,0.010937991
2005,10,14,2.563920461,0.886592197,0.011040889
2005,10,15,1.708796915,0.837166083,0.011424061
2005,10,16,1.458516852,0.84114933,0.01122126
2005,10,17,1.479373524,0.849551376,0.011358638
2005,10,18,1.427231844,0.830433092,0.01122259
2005,10,19,1.385518501,0.828061031,0.010934825
2005,10,20,1.385518501,0.856213988,0.010964864
2005,10,21,3.771382027,0.83075732,0.010061701
2005,10,22,15.64397779,0.56770735,0.013448225
2005,10,23,3.403285058,0.866280828,0.009905844
2005,10,24,4.027251471,0.83181345,0.010037961
2005,10,25,17.54410858,0.549600038,0.013033923
2005,10,26,4.788209473,0.792456211,0.010093211
2005,10,27,2.785322055,0.871159463,0.00948769
2005,10,28,2.473532924,0.848415375,0.009432432
2005,10,29,2.234353993,0.862417736,0.009466673
2005,10,30,2.145208541,0.897187149,0.009542837
2005,10,31,2.063360336,0.863465723,0.009370736
2005,11,1,1.875650289,0.869552892,0.00936991
2005,11,2,1.809017622,0.871684359,0.009250133
2005,11,3,1.705458812,0.890276493,0.009172644
2005,11,4,1.708796915,0.863950919,0.008902047
2005,11,5,1.871510007,0.918979431,0.009397665
2005,11,6,3.181495313,0.868132948,0.00850072
2005,11,7,2.571010694,0.885177052,0.008491475
2005,11,8,1.43766018,0.869857009,0.008932004
2005,11,9,1.448088516,0.847714427,0.008845697
2005,11,10,1.854793618,0.905979744,0.008480186
2005,11,11,2.011218657,0.906617344,0.008502627
2005,11,12,1.933847132,0.890801477,0.008273505
2005,11,13,2.115502016,0.925466974,0.008251608
2005,11,14,2.073788672,0.930026277,0.008058659
2005,11,15,2.073788672,0.903617497,0.007869558
2005,11,16,6.131834572,0.764668792,0.008412311
2005,11,17,6.974382011,0.762109604,0.008583803
2005,11,18,2.02358775,0.918667732,0.007750036
2005,11,19,1.886078625,0.895287834,0.007816136
2005,11,20,1.886078625,0.918515238,0.007622386
2005,11,21,4.708457286,0.894668691,0.007307619
2005,11,22,12.75638969,0.619066455,0.008033559
2005,11,23,4.655254659,0.924059893,0.007282069
2005,11,24,4.624357802,0.944545621,0.0069964
2005,11,25,3.356629252,0.951806073,0.006696393
2005,11,26,3.255425228,0.958485332,0.006849113
2005,11,27,3.255476981,0.983001404,0.006675565
2005,11,28,3.182582137,0.958614442,0.006661713
2005,11,29,9.731551225,0.702091714,0.007528216
2005,11,30,7.749442849,0.761450135,0.007089071
2005,12,1,3.729332286,0.968393247,0.006265573
2005,12,2,3.2861927,0.970181978,0.006329478
2005,12,3,3.141049931,0.967710022,0.006259181
2005,12,4,7.080554374,0.780501837,0.006573575
2005,12,5,3.448750533,0.974369508,0.006099289
2005,12,6,5.387230685,0.931638378,0.006162778
2005,12,7,3.158335609,1.041735389,0.005951852
2005,12,8,2.897627211,0.989564828,0.006028159
2005,12,9,7.073619401,0.802302761,0.006073652
2005,12,10,4.534487801,0.964291253,0.005930865
2005,12,11,3.985201729,0.988746495,0.005593034
2005,12,12,3.933189433,0.991289083,0.005576436
2005,12,13,2.928912219,1.01435683,0.005817767
2005,12,14,2.657775484,0.991015878,0.00570181
2005,12,15,17.88801078,0.651819164,0.005904138
2005,12,16,47.36759674,0.568651108,0.005990346
2005,12,17,5.803152655,0.910914916,0.005379952
2005,12,18,4.037307113,1.009082606,0.005264042
2005,12,19,3.291659185,1.024212513,0.005338546
2005,12,20,2.996401816,1.014802182,0.005415851
2005,12,21,2.841876899,1.026425392,0.005398601
2005,12,22,2.653356159,1.036219168,0.005388014
2005,12,23,2.559914656,1.006801032,0.005488767
2005,12,24,2.532635453,1.01584175,0.005376999
2005,12,25,20.18762776,0.658291911,0.005284157
2005,12,26,5.695141676,0.9333433,0.004934903
2005,12,27,3.693868328,1.043396746,0.004840938
2005,12,28,3.064480586,1.042390744,0.004968587
2005,12,29,5.936057089,0.908052032,0.004745346
2005,12,30,3.355822221,1.057366434,0.00476824
2005,12,31,2.855716173,1.029629346,0.004928417
2006,1,1,2.736998078,1.030855222,0.00495468
2006,1,2,8.322354745,0.82997865,0.004468253
